id,line,type,equipmentlength,scac
1675,AA BCS,CH 20FT,20FT,BTT
1676,AA BCS,CH 40FT,40FT,BTT
1677,AA BCS,CH 45FT,40 FT,BTT
1071,AA DCLI,CH 20FT,20FT,DCLI
1689,AA DCLI,CH 20TRI,20FT,DCLI
1072,AA DCLI,CH 40FT,40FT,DCLI
1073,AA DCLI,CH 45FT,45FT,DCLI
2465,AA DCLI CE,CH 20FT,20FT,DCLI
2466,AA DCLI CE,CH 40FT,40FT,DCLI
2467,AA DCLI CE,CH 45FT,45FT,DCLI
1667,AA MWCP,CH 20FT,20FT,MWCP
1668,AA MWCP,CH 40FT,40FT,MWCP
1669,AA MWCP,CH 45FT,45FT,MWCP
2459,AA MWCP CE,CH 20FT,20FT,MWCP
2460,AA MWCP CE,CH 40FT,40FT,MWCP
2461,AA MWCP CE,CH 45FT,45FT,MWCP
1664,AA MWRP,CH 20FT,20FT,MWRP
1665,AA MWRP,CH 40FT,40FT,MWRP
1666,AA MWRP,CH 45FT,45FT,MWRP
2462,AA MWRP CE,CH 20FT,20FT,MWRP
2463,AA MWRP CE,CH 40FT,40FT,MWRP
2464,AA MWRP CE,CH 45FT,45FT,MWRP
1671,AAA IXT,CH 20FT,20FT,IXPT
1672,AAA IXT,CH 40FT,40FT,IXPT
1673,AAA IXT,CH 45FT,45FT,IXPT
1688,AAA IXT,CH ANYSIZE,40FT,IXPT
2090,AAA IXT,CH COMBO,40FT,IXPT
1742,AAA IXT,CH COMBO,20FT,IXPT
1670,AAA IXT ,CH TRI,TRI,IXPT
22,ALLIANCE/CMA,ALL/CHASSIS SPLIT,ALL,CMDU
1743,ALLIANCE/CMA,HC 40FT,40FT,CMDU
1744,ALLIANCE/CMA,HC 45FT,45FT,CMDU
2187,ALLIANCE/CMA,RF 40FT,40FT,CMDU
1745,ALLIANCE/CMA,ST 20FT,20FT,CMDU
1746,ALLIANCE/CMA,ST 40FT,40FT,CMDU
106,ALLIANCE/EVERGREEN,ALL,ALL,EISU
1747,ALLIANCE/EVERGREEN,HC 40FT,40FT,EGLV
1748,ALLIANCE/EVERGREEN,HC 45FT,45FT,EGLV
2188,ALLIANCE/EVERGREEN,RF 40FT,40FT,EGLV
1749,ALLIANCE/EVERGREEN,ST 20FT,20FT,EGLV
1750,ALLIANCE/EVERGREEN,ST 40FT,40FT,EGLV
123,ALLIANCE/HAINAN,ALL,ALL,HNSU
1697,ALLIANCE/NFM/APL,ALL,ALL,APLU
1751,ALLIANCE/NFM/APL,HC 40FT,40FT,APLU
1752,ALLIANCE/NFM/APL,HC 45FT,45FT,APLU
2189,ALLIANCE/NFM/APL,RF 40FT,40FT,APLU
1753,ALLIANCE/NFM/APL,ST 20FT,20FT,APLU
1754,ALLIANCE/NFM/APL,ST 40FT,20FT,APLU
1695,ALLIANCE/NFM/CMA,ALL,ALL,CMDU
1755,ALLIANCE/NFM/CMA,HC 40FT,40FT,CMDU
1756,ALLIANCE/NFM/CMA,HC 45FT,45FT,CMDU
2190,ALLIANCE/NFM/CMA,RF 40FT,40FT,CMDU
1757,ALLIANCE/NFM/CMA,ST 20FT,20FT,CMDU
1758,ALLIANCE/NFM/CMA,ST 40FT,40FT,CMDU
1696,ALLIANCE/NFM/HAPAG,ALL,ALL,HLCU
1759,ALLIANCE/NFM/HAPAG,HC 40FT,40FT,HLCU
1760,ALLIANCE/NFM/HAPAG,HC 45FT,45FT,HLCU
2191,ALLIANCE/NFM/HAPAG,RF 40FT,40FT,HLCU
1761,ALLIANCE/NFM/HAPAG,ST 20FT,20FT,HLCU
1762,ALLIANCE/NFM/HAPAG,ST 40FT,40FT,HLCU
2437,ALLIANCE/ONE,HC 40FT,40FT,ONEY
2438,ALLIANCE/ONE,HC 45FT,45FT,ONEY
2439,ALLIANCE/ONE,RF 40FT,40FT,ONEY
2440,ALLIANCE/ONE,ST 20FT,20FT,ONEY
2441,ALLIANCE/ONE,ST 40FT,40FT,ONEY
2095,ALLIANCE/OOCL,HC 40FT,40FT,OOLL
2096,ALLIANCE/OOCL,HC 45FT,45FT,OOLL
2192,ALLIANCE/OOCL,RF 40FT,40FT,OOLL
2097,ALLIANCE/OOCL,ST 20FT,20FT,OOLL
2098,ALLIANCE/OOCL,ST 40FT,40FT,OOLL
2099,ALLIANCE/PIL,HC 40FT,40FT,PABV
2100,ALLIANCE/PIL,HC 45FT,45FT,PABV
2193,ALLIANCE/PIL,RF 40FT,40FT,PABV
2101,ALLIANCE/PIL,ST 20FT,20FT,PABV
2102,ALLIANCE/PIL,ST 40FT,40FT,PABV
52,ANL,ALL,ALL,ANZDL
917,ANL CMA,HC 45FT,45FT,ANLC
918,ANL- US SINGAPORE,CH 20FT,20FT,ANLC
919,ANL USL CMA,HC 40FT,40FT,ANLC
920,ANL USL CMA,ST 20FT,20ST,ANLC
921,ANL USL CMA,ST 40FT,40FT,ANLC
55,ANRM,ALL,ALL,ANRM
11,APL,ALL,ALL,APLU
922,APL LTD,CH 20FT,20FT,APLU
923,APL LTD,CH 40FT,40FT,APLU
924,APL LTD,CH 45FT,45FT,APLU
925,APL LTD,CH 48FT,48FT,APLU
926,APL LTD,FR 20FT,20FT,APLU
927,APL LTD,FR 40FT,40FT,APLU
928,APL LTD,HC 40FT,40FT,APLU
929,APL LTD,HC 45FT,45FT,APLU
930,APL LTD,HC 48FT,48FT,APLU
931,APL LTD,OT 20FT,20FT,APLU
932,APL LTD,OT 40FT,40FT,APLU
933,APL LTD,RF 20FT,20FT,APLU
934,APL LTD,RF 40FT,40FT,APLU
935,APL LTD,RF 45FT,45FT,APLU
936,APL LTD,ST 20FT,20FT,APLU
937,APL LTD,ST 40FT,40FT,APLU
938,APL LTD,TANK 20FT,20FT,APLU
939,APL LTD,TANK 40FT,40FT,APLU
940,APL LTD,TANK 45FT,45FT,APLU
941,APRILE CMA-CGM,HC40 FT,40FT,CMDU
942,APRILE CMA-CGM,HC45 FT,40FT,CMDU
943,APRILE CMA-CGM,ST20 FT,20FT,CMDU
944,APRILE CMA-CGM,ST40 FT,40FT,CMDU
945,ATLANTIC CONTAINER LINE,CH 20FT,20FT,ACLU
946,ATLANTIC CONTAINER LINE,CH 40FT,40FT,ACLU
947,ATLANTIC CONTAINER LINE,CH 45FT,45FT,ACLU
948,ATLANTIC CONTAINER LINE,FR 20FT,20FT,ACLU
949,ATLANTIC CONTAINER LINE,FR 40FT,40FT,ACLU
950,ATLANTIC CONTAINER LINE,HC 40FT,40FT,ACLU
951,ATLANTIC CONTAINER LINE,HC 45FT,45FT,ACLU
952,ATLANTIC CONTAINER LINE,OT 20FT,20FT,ACLU
953,ATLANTIC CONTAINER LINE,OT 40FT,40FT,ACLU
954,ATLANTIC CONTAINER LINE,RF 20FT,20FT,ACLU
955,ATLANTIC CONTAINER LINE,RF 40FT,40FT,ACLU
956,ATLANTIC CONTAINER LINE,RF 45FT,45FT,ACLU
957,ATLANTIC CONTAINER LINE,ST 20FT,20FT,ACLU
958,ATLANTIC CONTAINER LINE,ST 40FT,40FT,ACLU
959,ATLANTIC CONTAINER LINE,TANK 20FT,20FT,ACLU
960,ATLANTIC CONTAINER LINE,TANK 40FT,40FT,ACLU
961,ATLANTIC CONTAINER LINE,TANK 45FT,45FT,ACLU
962,ATLANTICARGO,CH 20FT,20FT,SAXC
963,ATLANTICARGO,CH 40FT,40FT,SAXC
964,ATLANTICARGO,FR 20FT,20FT,SAXC
965,ATLANTICARGO,FR 40FT,40FT,SAXC
966,ATLANTICARGO,OT 40FT,40FT,SAXC
967,ATLANTICARGO,PT 20FT,20FT,SAXC
968,ATLANTICARGO,ST 20FT,20FT,SAXC
969,ATLANTICARGO,ST 40FT,40FT,SAXC
970,ATLANTICARGO,ST&CH 20FT,20FT,SAXC
971,ATLANTICARGO,ST&CH 40FT,40FT,SAXC
170,ATS,ALL,ALL,ATS
2084,BD/EXP/HAPAG,HC 40FT,40FT,HLCU
2085,BD/EXP/HAPAG,ST 40FT,40FT,HLCU
972,BERMUDA CONTAINER LINE,CH 20FT,20FT,BCLU
973,BERMUDA CONTAINER LINE,CH 40FT,40FT,BCLU
974,BERMUDA CONTAINER LINE,FR 20FT,20FT,BCLU
975,BERMUDA CONTAINER LINE,FR 40FT,40FT,BCLU
976,BERMUDA CONTAINER LINE,GEN SET,,BCLU
977,BERMUDA CONTAINER LINE,HC 40FT,40FT,BCLU
978,BERMUDA CONTAINER LINE,OT 20FT,20FT,BCLU
979,BERMUDA CONTAINER LINE,OT 40FT,40FT,BCLU
980,BERMUDA CONTAINER LINE,RF 40FT,40FT,BCLU
981,BERMUDA CONTAINER LINE,ST 20FT,20FT,BCLU
982,BERMUDA CONTAINER LINE,ST 40FT,40FT,BCLU
983,BERMUDA CONTAINER LINE,TANK 20FT,20FT,BCLU
984,BERMUDA CONTAINER LINE,TANK 40FT,40FT,BCLU
985,BERMUDA CONTAINER LINE ,RF 20FT,20FT,BCLU
105,BLOUNT/HYUNDAI,ALL,ALL,HDMU
1732,BROOKSTONE/APL,ALL,ALL,APLU
1763,BROOKSTONE/APL,HC 40FT,40FT,APLU
1764,BROOKSTONE/APL,HC 45FT,45FT,APLU
2194,BROOKSTONE/APL,RF 40FT,40FT,APLU
1765,BROOKSTONE/APL,ST 20FT,20FT,APLU
1766,BROOKSTONE/APL,ST 40FT,40FT,APLU
1685,BROOKSTONE/COSCO,ALL,ALL,CBHU
1767,BROOKSTONE/COSCO,HC 40FT,40FT,COSU
1768,BROOKSTONE/COSCO,HC 45FT,45FT,COSU
2195,BROOKSTONE/COSCO,RF 40FT,40FT,COSU
1769,BROOKSTONE/COSCO,ST 20FT,20FT,COSU
1770,BROOKSTONE/COSCO,ST 40FT,40FT,COSU
18,BROOKSTONE/MED,ALL,ALL,MSCU
1771,BROOKSTONE/MED,HC 40FT,40FT,MSCU
1772,BROOKSTONE/MED,HC 45FT,45FT,MSCU
2196,BROOKSTONE/MED,RF 40FT,40FT,MSCU
1773,BROOKSTONE/MED,ST 20FT,20FT,MSCU
1774,BROOKSTONE/MED,ST 40FT,40FT,MSCU
1733,BROOKSTONE/ONE,ALL,ALL,ONEY
1775,BROOKSTONE/ONE,HC 40FT,40FT,ONEY
1776,BROOKSTONE/ONE,HC 45FT,45FT,ONEY
2197,BROOKSTONE/ONE,RF 40FT,40FT,ONEY
1777,BROOKSTONE/ONE,ST 20FT,20FT,ONEY
1778,BROOKSTONE/ONE,ST 40FT,40FT,ONEY
2103,BROOKSTONE/OOCL,HC 40FT,40FT,OOLL
2104,BROOKSTONE/OOCL,HC 45FT,45FT,OOLL
2198,BROOKSTONE/OOCL,RF 40FT,40FT,OOLL
2105,BROOKSTONE/OOCL,ST 20FT,20FT,OOLL
2106,BROOKSTONE/OOCL,ST 40FT,40FT,OOLL
2107,BROOKSTONE/PIL,HC 40FT,40FT,PABV
2108,BROOKSTONE/PIL,HC 45FT,45FT,PABV
2199,BROOKSTONE/PIL,RF 40FT,40FT,PABV
2109,BROOKSTONE/PIL,ST 20FT,20FT,PABV
2110,BROOKSTONE/PIL,ST 40FT,40FT,PABV
139,BROOKSTONE/YANG MING,ALL,ALL,YMLU
1779,BROOKSTONE/YANG MING,HC 40FT,40FT,YMLU
1780,BROOKSTONE/YANG MING,HC 45FT,45FT,YMLU
2200,BROOKSTONE/YANG MING,RF 40FT,40FT,YMLU
1781,BROOKSTONE/YANG MING,ST 20FT,20FT,YMLU
1782,BROOKSTONE/YANG MING,ST 40FT,40FT,YMLU
194,BUSHNELL/ALL,ALL,ALL,ALL
1702,BUSHNELL/APL,ALL,ALL,APLU
1783,BUSHNELL/APL,HC 40FT,40FT,APLU
1784,BUSHNELL/APL,HC 45FT,45FT,APLU
2201,BUSHNELL/APL,RF 40FT,40FT,APLU
1785,BUSHNELL/APL,ST 20FT,20FT,APLU
1786,BUSHNELL/APL,ST 40FT,40FT,APLU
1740,BUSHNELL/CMA,ALL,ALL,CMDU
1787,BUSHNELL/CMA,HC 40FT,40FT,CMDU
1788,BUSHNELL/CMA,HC 45FT,45FT,CMDU
2202,BUSHNELL/CMA,RF 40FT,40FT,CMDU
1789,BUSHNELL/CMA,ST 20FT,20FT,CMDU
1790,BUSHNELL/CMA,ST 40FT,40FT,CMDU
1741,BUSHNELL/MSC,ALL,ALL,MSCU
1791,BUSHNELL/MSC,HC 40FT,40FT,MSCU
1792,BUSHNELL/MSC,HC 45FT,45FT,MSCU
2203,BUSHNELL/MSC,RF 40FT,40FT,MSCU
1793,BUSHNELL/MSC,ST 20FT,20FT,MSCU
1794,BUSHNELL/MSC,ST 40FT,40FT,MSCU
2400,BUSHNELL/ONE,HC 40FT,40FT,ONEY
2401,BUSHNELL/ONE,HC 45FT,45FT,ONEY
2402,BUSHNELL/ONE,RF 40FT,40FT,ONEY
2403,BUSHNELL/ONE,ST 20FT,20FT,ONEY
2404,BUSHNELL/ONE,ST 40FT,40FT,ONEY
2111,BUSHNELL/OOCL,HC 40FT,40FT,OOLL
2112,BUSHNELL/OOCL,HC 45FT,45FT,OOLL
2204,BUSHNELL/OOCL,RF 40FT,40FT,OOLL
2113,BUSHNELL/OOCL,ST 20FT,20FT,OOLL
2114,BUSHNELL/OOCL,ST 40FT,40FT,OOLL
2115,BUSHNELL/PIL,HC 40FT,40FT,PABV
2116,BUSHNELL/PIL,HC 45FT,45FT,PABV
2205,BUSHNELL/PIL,RF 40FT,40FT,PABV
2117,BUSHNELL/PIL,ST 20FT,45FT,PABV
2118,BUSHNELL/PIL,ST 40FT,40FT,PABV
986,CALAWAY CGM-CMA,ST 20FT,20FT,CMDU
987,CALAWAY CGM-CMA,ST 40FT,40FT,CMDU
988,CALAWAY CMA-CGM,HC 40FT,40FT,CMDU
76,CARLISLE/KN/CMA,ALL,ALL,CMDU
1795,CARLISLE/KN/CMA,HC 40FT,40FT,CMDU
1796,CARLISLE/KN/CMA,HC 45FT,45FT,CMDU
2206,CARLISLE/KN/CMA,RF 40FT,40FT,CMDU
1797,CARLISLE/KN/CMA,ST 20FT,20FT,CMDU
1798,CARLISLE/KN/CMA,ST 40FT,40FT,CMDU
1701,CARLISLE/KN/COSCO,ALL,ALL,COSU
1799,CARLISLE/KN/COSCO,HC 40FT,40FT,COSU
1800,CARLISLE/KN/COSCO,HC 45FT,45FT,COSU
2207,CARLISLE/KN/COSCO,RF 40FT,40FT,COSU
1801,CARLISLE/KN/COSCO,ST 20FT,20FT,COSU
1802,CARLISLE/KN/COSCO,ST 40FT,40FT,COSU
1703,CARLISLE/KN/HYUNDAI,ALL,ALL,HDMU
1803,CARLISLE/KN/HYUNDAI,HC 40FT,40FT,HDMU
1804,CARLISLE/KN/HYUNDAI,HC 45FT,45FT,HDMU
2208,CARLISLE/KN/HYUNDAI,RF 40FT,40FT,HDMU
1805,CARLISLE/KN/HYUNDAI,ST 20FT,20FT,HDMU
1806,CARLISLE/KN/HYUNDAI,ST 40FT,40FT,HDMU
1700,CARLISLE/KN/KLINE,ALL,ALL,KKLU
1807,CARLISLE/KN/KLINE,HC 40FT,40FT,KKLU
1808,CARLISLE/KN/KLINE,HC 45FT,45FT,KKLU
2209,CARLISLE/KN/KLINE,RF 40FT,40FT,KKLU
1809,CARLISLE/KN/KLINE,ST 20FT,20FT,KKLU
1810,CARLISLE/KN/KLINE,ST 40FT,40FT,KKLU
50,CARLISLE/KN/MAERSK,ALL,ALL,MAEU
1811,CARLISLE/KN/MAERSK,HC 40FT,40FT,MAEU
1812,CARLISLE/KN/MAERSK,HC 45FT,45FT,MAEU
2210,CARLISLE/KN/MAERSK,RF 40FT,40FT,MAEU
1813,CARLISLE/KN/MAERSK,ST 20FT,20FT,MAEU
1814,CARLISLE/KN/MAERSK,ST 40FT,40FT,MAEU
2119,CARLISLE/KN/OOCL,HC 40FT,40FT,OOLL
2120,CARLISLE/KN/OOCL,HC 45FT,45FT,OOLL
2213,CARLISLE/KN/OOCL,RF 40FT,40FT,OOLL
2121,CARLISLE/KN/OOCL,ST 20FT,20FT,OOLL
2122,CARLISLE/KN/OOCL,ST 40FT,40FT,OOLL
2123,CARLISLE/KN/PIL,HC 40FT,40FT,PABV
2124,CARLISLE/KN/PIL,HC 45FT,45FT,PABV
2214,CARLISLE/KN/PIL,RF 40FT,40FT,PABV
2125,CARLISLE/KN/PIL,ST 20FT,20FT,PABV
2126,CARLISLE/KN/PIL,ST 40FT,40FT,PABV
1819,CARLISLE/KN/YANG MING,HC 40FT,40FT,YMLU
1820,CARLISLE/KN/YANG MING,HC 45FT,45FT,YMLU
2212,CARLISLE/KN/YANG MING,RF 40FT,40FT,YMLU
1821,CARLISLE/KN/YANG MING,ST 20FT,20FT,YMLU
1822,CARLISLE/KN/YANG MING,ST 40FT,40FT,YMLU
1699,CARLISLE/KN/YANGMING,ALL,ALL,YMLU
143,CARLISLE/MED/DCLI,ALL,ALL,MSCU
1815,CARLISLE/MED/DCLI,HC 40FT,40FT,MSCU
1816,CARLISLE/MED/DCLI,HC 45FT,45FT,MSCU
2211,CARLISLE/MED/DCLI,RF 40FT,40FT,MSCU
1817,CARLISLE/MED/DCLI,ST 20FT,20FT,MSCU
1818,CARLISLE/MED/DCLI,ST 40FT,40FT,MSCU
2360,CARLSTAR/COSCO,HC 40FT,40FT,COSU
2361,CARLSTAR/COSCO,HC 45FT,45FT,COSU
2362,CARLSTAR/COSCO,RF 40FT,40FT,COSU
2363,CARLSTAR/COSCO,ST 20FT,20FT,COSU
2364,CARLSTAR/COSCO,ST 40FT,40FT,COSU
2365,CARLSTAR/HAPAG LLOYD,HC 40FT,40FT,HLCU
2366,CARLSTAR/HAPAG LLOYD,HD 45FT,45FT,HLCU
2367,CARLSTAR/HAPAG LLOYD,RF 40FT,40FT,HLCU
2368,CARLSTAR/HAPAG LLOYD,ST 20FT,20FT,HLCU
2369,CARLSTAR/HAPAG LLOYD,ST 40FT,40FT,HLCU
1711,CARLSTAR/KN/SM LINES,ALL,ALL,SMLM
1823,CARLSTAR/KN/SM LINES,HC 40FT,40FT,SMLM
1824,CARLSTAR/KN/SM LINES,HC 45FT,45FT,SMLM
2215,CARLSTAR/KN/SM LINES,RF 40FT,40FT,SMLM
1825,CARLSTAR/KN/SM LINES,ST 20FT,20FT,SMLM
1826,CARLSTAR/KN/SM LINES,ST 40FT,40FT,SMLM
2370,CARLSTAR/MSC/IXT,HC 40FT,40FT,MSCU
2371,CARLSTAR/MSC/IXT,HC 45FT,45FT,MSCU
2372,CARLSTAR/MSC/IXT,RF 40FT,40FT,MSCU
2373,CARLSTAR/MSC/IXT,ST 20FT,20FT,MSCU
2374,CARLSTAR/MSC/IXT,ST 40FT,40FT,MSCU
2375,CARLSTAR/ONE,HC 40FT,40FT,ONEY
2376,CARLSTAR/ONE,HC 45FT,45FT,ONEY
2377,CARLSTAR/ONE,RF 40FT,40FT,ONEY
2378,CARLSTAR/ONE,ST 20FT,20FT,ONEY
2379,CARLSTAR/ONE,ST 40FT,40FT,ONEY
2127,CARLSTAR/OOCL,HC 40FT,40FT,OOLL
2128,CARLSTAR/OOCL,HC 45FT,45FT,OOLL
2216,CARLSTAR/OOCL,RF 40FT,40FT,OOLL
2129,CARLSTAR/OOCL,ST 20FT,20FT,OOLL
2130,CARLSTAR/OOCL,ST 40FT,40FT,OOLL
2131,CARLSTAR/PIL,HC 40FT,40FT,PABV
2132,CARLSTAR/PIL,HC 45FT,45FT,PABV
2217,CARLSTAR/PIL,RF 40FT,40FT,PABV
2133,CARLSTAR/PIL,ST 20FT,20FT,PABV
2134,CARLSTAR/PIL,ST 40FT,40FT,PABV
2380,CARLSTAR/ZIM,HC 40FT,40FT,ZIMU
2381,CARLSTAR/ZIM,HC 45FT,45FT,ZIMU
2382,CARLSTAR/ZIM,RF 40FT,40FT,ZIMU
2383,CARLSTAR/ZIM,ST 20FT,20FT,ZIMU
2384,CARLSTAR/ZIM,ST 40FT,40FT,ZIMU
992,CCNI,CH 20FT,20FT,CNIU
993,CCNI,CH 40FT,40FT,CNIU
994,CCNI,FR 20FT,20FT,CNIU
995,CCNI,FR 40FT,40FT,CNIU
996,CCNI,HC 40FT,40FT,CNIU
997,CCNI,HC 45FT,45FT,CNIU
998,CCNI,OT 20FT,20FT,CNIU
999,CCNI,OT 40FT,40FT,CNIU
1000,CCNI,RF 20FT,20FT,CNIU
1001,CCNI,RF 40FT,40FT,CNIU
1002,CCNI,ST 20FT,20FT,CNIU
1003,CCNI,ST 40FT,40FT,CNIU
175,CDC/APL,ALL,ALL,APLU
165,CDC/HAPAG REEFER,ALL,ALL,HLCU
166,CDC/MSC,ALL,ALL,MSCU
1660,CH/APL,ALL,ALL,APLU
1827,CH/APL,HC 40FT,40FT,APLU
1828,CH/APL,HC 45FT,45FT,APLU
2218,CH/APL,RF 40FT,40FT,APLU
1829,CH/APL,ST 20FT,20FT,APLU
1830,CH/APL,ST 40FT,40FT,APLU
1694,CH/CMA,ALL,ALL,CMDU
1831,CH/CMA,HC 40FT,40FT,CMDU
1832,CH/CMA,HC 45FT,45FT,CMDU
2219,CH/CMA,RF 40FT,40FT,CMDU
1833,CH/CMA,ST 20FT,20FT,CMDU
1834,CH/CMA,ST 40FT,40FT,CMDU
1657,CH/COSCO,ALL,ALL,CBHU
1835,CH/COSCO,HC 40FT,40FT,COSU
1836,CH/COSCO,HC 45FT,45FT,COSU
2220,CH/COSCO,RF 40FT,40FT,COSU
1837,CH/COSCO,ST 20FT,20FT,COSU
1838,CH/COSCO,ST 40FT,40FT,COSU
2468,CH/EMHU,ST 53FT,53FT,EMHU
2358,CH/EVERGREEN,HC 40FT,40FT,EGLV
2359,CH/EVERGREEN,HC 45FT,45FT,EGLV
2356,CH/EVERGREEN,ST 20FT,20FT,EGLV
2357,CH/EVERGREEN,ST 40FT,40FT,EGLV
2306,CH/HAPAG,HC 40FT,40FT,HLCU
2307,CH/HAPAG,HC 45FT,45FT,HLCU
2308,CH/HAPAG,RF 40FT,40FT,HLCU
2309,CH/HAPAG,ST 20FT,20FT,HLCU
2310,CH/HAPAG,ST 40FT,40FT,HLCU
1658,CH/MAERSK,ALL,ALL,MAEU
1839,CH/MAERSK,HC 40FT,40FT,MAEU
1840,CH/MAERSK,HC 45FT,45FT,MAEU
2221,CH/MAERSK,RF 40FT,40FT,MAEU
1841,CH/MAERSK,ST 20FT,20FT,MAEU
1842,CH/MAERSK,ST 40FT,40FT,MAEU
2227,CH/MED,HC 40FT,40FT,MSCU
2228,CH/MED,HC 45FT,45FT,MSCU
2226,CH/MED,RF 40FT,40FT,MSCU
2229,CH/MED,ST 20FT,20FT,MSCU
2230,CH/MED,ST 40FT,40FT,MSCU
2311,CH/ONE,HC 40FT,40FT,ONEY
2312,CH/ONE,HC 45FT,45FT,ONEY
2313,CH/ONE,RF 40FT,40FT,ONEY
2314,CH/ONE,ST 20FT,20FT,ONEY
2315,CH/ONE,ST 40FT,40FT,ONEY
2135,CH/OOCL,HC 40FT,40FT,OOLL
2136,CH/OOCL,HC 45FT,45FT,OOLL
2222,CH/OOCL,RF 40FT,40FT,OOLL
2137,CH/OOCL,ST 20FT,20FT,OOLL
2138,CH/OOCL,ST 40FT,40FT,OOLL
2139,CH/PIL,HC 40FT,40FT,PABV
2140,CH/PIL,HC 45FT,45FT,PABV
2223,CH/PIL,RF 40FT,40FT,PABV
2141,CH/PIL,ST 20FT,20FT,PABV
2142,CH/PIL,ST 40FT,40FT,PABV
1661,CH/UASC,ALL,ALL,APLU
1843,CH/UASC,HC 40FT,40FT,UASC
1844,CH/UASC,HC 45FT,45FT,UASC
2224,CH/UASC,RF 40FT,40FT,UASC
1845,CH/UASC,ST 20FT,20FT,UASC
1846,CH/UASC,ST 40FT ,40FT,UASC
1847,CH/YANG MING,HC 40FT,40FT,YMLU
1848,CH/YANG MING,HC 45FT,45FT,YMLU
2225,CH/YANG MING,RF 40FT,40FT,YMLU
1849,CH/YANG MING,ST 20FT,20FT,YMLU
1850,CH/YANG MING,ST 40FT,40FT,YMLU
1659,CH/YANG MING LINE,ALL,ALL,YMLU
124,CHASSIS,ALL,ALL,
164,CHASSIS RENTAL,ALL,ALL,
187,CHASSIS RENTAL,CHASSIS $30,ALL,
186,CHASSIS RENTAL,CHASSIS $30,ALL,
5,CMA,ALL/CHASSIS SPLIT,ALL,CMDU
1649,CMA/CCL,ALL,ALL,CMDU
1018,CMA-CGM AMERICA,AT 20FT,20FT,CMDU
1019,CMA-CGM AMERICA,AT 40FT,40FT,CMDU
1020,CMA-CGM AMERICA,CH 20FT,20FT,CMDU
1021,CMA-CGM AMERICA,CH 40FT,40FT,CMDU
1022,CMA-CGM AMERICA,CH 45FT,45FT,CMDU
1023,CMA-CGM AMERICA,FR 20FT,20FT,CMDU
1024,CMA-CGM AMERICA,FR 40FT,40FT,CMDU
1025,CMA-CGM AMERICA,GENSET,,CMDU
1026,CMA-CGM AMERICA,HC 40FT,40FT,CMDU
1027,CMA-CGM AMERICA,HC 45FT,45FT,CMDU
1028,CMA-CGM AMERICA,OT 20FT,20FT,CMDU
1029,CMA-CGM AMERICA,OT 40FT,40FT,CMDU
1030,CMA-CGM AMERICA,RF 20FT,20FT,CMDU
1031,CMA-CGM AMERICA,RF 40FT,40FT,CMDU
1032,CMA-CGM AMERICA,ST 20FT,20FT,CMDU
1033,CMA-CGM AMERICA,ST 40FT,40FT,CMDU
1034,COLEMAN KLINE,HC 40FT,40FT,KKLU
1035,COLEMAN KLINE,HC 45FT,45FT,KKLU
1036,COLEMAN KLINE,ST 20FT,20FT,KKLU
1037,COLEMAN KLINE,ST 40FT,40FT,KKLU
1038,COLEMAN MED SHIPPING,HC 40FT,40FT,MSCU
1039,COLEMAN MED SHIPPING,HC 45FT,45FT,MSCU
1040,COLEMAN MED SHIPPING,ST 20FT,20FT,MSCU
1041,COLEMAN MED SHIPPING,ST 40FT,40FT,MSCU
2,COSCO,ALL,ALL,COSU
1043,COSCO,CH 20FT,20FT,COSU
1044,COSCO,CH 40FT,40FT,COSU
1045,COSCO,CH 45FT,45FT,COSU
1046,COSCO,FR 20FT,20FT,COSU
1047,COSCO,FR 40FT,40FT,COSU
1048,COSCO,HC 40FT,40FT,COSU
1049,COSCO,HC 45FT,45FT,COSU
1050,COSCO,OT 20FT,20FT,COSU
1051,COSCO,OT 40FT,40FT,COSU
1052,COSCO,RF 20FT,20FT,COSU
1053,COSCO,RF 40FT,40FT,COSU
1054,COSCO,RF 45FT,45FT,COSU
1055,COSCO,ST 40FT,40FT,COSU
1056,COSCO ,ST 20FT,20FT,COSU
37,CSAV,ALL,ALL,CHIW
1060,CSAV,CH 20FT,20FT,CHIW
1061,CSAV,CH 40FT,40FT,CHIW
1062,CSAV,FR 20FT,20FT,CHIW
1063,CSAV,FR 40FT,40FT,CHIW
1064,CSAV,HC 40FT,40FT,CHIW
1065,CSAV,OT 20FT,20FT,CHIW
1066,CSAV,OT 40FT,40FT,CHIW
1067,CSAV,RF 20FT,20FT,CHIW
1068,CSAV,RF 40FT,40FT,CHIW
1069,CSAV,ST 20FT,20FT,CHIW
1070,CSAV,ST 40FT,40FT,CHIW
119,DALTILE/COSCO,ALL,ALL,COSU
1851,DALTILE/COSCO,HC 40FT,40FT,COSU
1852,DALTILE/COSCO,HC 45FT,45FT,COSU
